id,title,description,availability,condition,price,link,image_link,brand,additional_image_link,quantity_to_sell_on_facebook,inventory
7268032479371,"Tecido Para Cortina Voil 3,00m Marfim","Voil Marfim com 3,00mts de largura. Indicado para a confecção de cortinas e forros de mesa, possui transparência. Produto à pronta entrega. Peso: 48 gramas/m2 Composição: 100% poliester Desenho: liso gramas/m2",in stock,new,10.99 BRL,https://torretecidos.com.br/products/tecido-para-cortina-voil-3-00m-marfim,https://cdn.shopify.com/s/files/1/0620/8038/5163/files/IMG_6172.jpg?v=1738243521,Torre Tecidos,https://cdn.shopify.com/s/files/1/0620/8038/5163/files/IMG_6173.jpg?v=1738243521,100,100
7268032544907,"Tecido Para Cortina Voil 3,00m Branco","Voil Branco com 3,00M de largura. Indicado para a confecção de cortinas e forros de mesa, possui transparência. Produto à pronta entrega. Peso: 40 gramas/m2 Composição: 100% POLIESTER Desenho: liso gramas/m2",in stock,new,10.99 BRL,https://torretecidos.com.br/products/tecido-para-cortina-voil-3-00m-branco-1,https://cdn.shopify.com/s/files/1/0620/8038/5163/files/D_NQ_NP_2X_935025-MLB72525977162_102023-F.jpg?v=1752179963,Torre Tecidos,"https://cdn.shopify.com/s/files/1/0620/8038/5163/files/D_NQ_NP_2X_935025-MLB72525977162_102023-F.webp?v=1728931356,https://cdn.shopify.com/s/files/1/0620/8038/5163/products/11261_fc253cfb-0025-4bbc-bfd6-f320e016c080.jpg?v=1706967378",100,100
7268032643211,"Tecido Para Cortina Voil 3,00m Pink","Voil Pink com 3,00m de largura. Indicado para a confecção de cortinas e forros de mesa, possui transparência. Produto à pronta entrega. Peso: 40 gramas/m2 Composição: 100%poliester. Desenho: liso gramas/m2",in stock,new,10.99 BRL,https://torretecidos.com.br/products/tecido-para-cortina-voil-3-00m-pink-1,https://cdn.shopify.com/s/files/1/0620/8038/5163/products/4577_f6d338cd-8b56-49fa-b171-ca9ab703b3f3.jpg?v=1706967383,Torre Tecidos,,100,100
7268032675979,"Tecido Para Cortina Voil 3,00 Azul Bebê","Voil Azul Bebê com 3,00m de largura. Indicado para a confecção de cortinas e forros de mesa, possui transparência. Produto à pronta entrega. Peso: 40 gramas/m2 Composição: 100%Poliester. Desenho: liso gramas/m2",in stock,new,10.99 BRL,https://torretecidos.com.br/products/tecido-para-cortina-voil-3-00m-azul-bebe,https://cdn.shopify.com/s/files/1/0620/8038/5163/products/11263.jpg?v=1706967388,Torre Tecidos,,100,100
7268032741515,"Tecido Para Cortina Voil 3,00m Laranja","Voil Laranja com 3,00m de largura. Indicado para a confecção de cortinas e forros de mesa, possui transparência. Produto à pronta entrega. Peso: 40 gramas/m2 Composição: 100%poliester. Desenho: liso gramas/m2",in stock,new,10.99 BRL,https://torretecidos.com.br/products/tecido-para-cortina-voil-3-00m-laranja-1,https://cdn.shopify.com/s/files/1/0620/8038/5163/products/11264_8ec48684-8cdc-48ee-9a23-3d73ef3dcd67.jpg?v=1706967392,Torre Tecidos,,100,100
7268032807051,"Tecido Para Cortina Voil 3,00m Marrom","Voil Marrom com 3,00m de largura. Indicado para a confecção de cortinas e forros de mesa, possui transparência. Produto à pronta entrega. Peso: 40 gramas/m2 Composição: 100%poliester. Desenho: liso gramas/m2",in stock,new,10.99 BRL,https://torretecidos.com.br/products/tecido-para-cortina-voil-3-00m-marrom,https://cdn.shopify.com/s/files/1/0620/8038/5163/files/4567.jpg?v=1706973345,Torre Tecidos,,100,100
7268032872587,Camurça Estampada Outono,"Camurça Estampada Outono com 1,4m de largura. A Camurça é indicada para estofar sofás, cadeiras, poltronas e também para colar em paredes. Produto à pronta entrega. Peso: 230 gramas/m2 Composição: 100%Poliester Desenho: listrado gramas/m2",in stock,new,31.98 BRL,https://torretecidos.com.br/products/tecido-para-sofa-camurca-estampada-outono,https://cdn.shopify.com/s/files/1/0620/8038/5163/products/1603.jpg?v=1706967406,Torre Tecidos,https://cdn.shopify.com/s/files/1/0620/8038/5163/products/413.jpg?v=1706967406,100,100
7268033003659,Gorgurão Verona Liso Duplo Lilás,"Com 2,90m de largura .É um tecido indicado para confecção de cortinas, forros de mesa, almofadas e colchas de cama, é amplamente utilizado por dispensar o uso do forro quando em uma cortina, pois já bloqueia grande parte da luz por não ser transparente. Peso: 180 gramas/m2 Composição: 60%algodão 40%Poliester Desenho: liso gramas/m2",in stock,new,36.98 BRL,https://torretecidos.com.br/products/tecido-para-cortina-verona-liso-duplo-lilas,https://cdn.shopify.com/s/files/1/0620/8038/5163/products/3315.jpg?v=1706967414,Torre Tecidos,https://cdn.shopify.com/s/files/1/0620/8038/5163/products/3314.jpg?v=1706967414,100,100
7268033101963,Gorgurão Verona Liso Duplo Marrom,"Gorgurão Verona Liso Duplo Marrom com 3,00m de largura. O Gorgurão(ou gorgurinho) com 3 metros é um tecido indicado para confecção de cortinas, forros de mesa, almofadas e colchas de cama, é amplamente utilizado por dispensar o uso do forro quando em uma cortina, pois já bloqueia grande parte da luz por não ser transparente . Produto à pronta entrega. Peso: 180 gramas/m2 Composição: 60%Algodão 40%Poliester Desenho: liso gramas/m2",in stock,new,36.98 BRL,https://torretecidos.com.br/products/tecido-para-sofa-gorgurao-verona-liso-duplo-marrom,https://cdn.shopify.com/s/files/1/0620/8038/5163/products/2197.jpg?v=1706967424,Torre Tecidos,"https://cdn.shopify.com/s/files/1/0620/8038/5163/products/2198.jpg?v=1706967424,https://cdn.shopify.com/s/files/1/0620/8038/5163/products/2196.jpg?v=1706967424",100,100
7268033134731,Gorgurão Verona Liso Duplo Verde Bandeira,"Com 2,90m de largura .É um tecido indicado para confecção de cortinas, forros de mesa, almofadas e colchas de cama, é amplamente utilizado por dispensar o uso do forro quando em uma cortina, pois já bloqueia grande parte da luz por não ser transparente. Largura: 2,90m Peso: 180 gramas/m2 Composição: 60%Algodão 40%Poliester Desenho: liso gramas/m2",in stock,new,36.98 BRL,https://torretecidos.com.br/products/tecido-gorgurao-verona-liso-duplo-verde-bandeira,https://cdn.shopify.com/s/files/1/0620/8038/5163/products/2193.jpg?v=1706967434,Torre Tecidos,"https://cdn.shopify.com/s/files/1/0620/8038/5163/products/2195.jpg?v=1706967434,https://cdn.shopify.com/s/files/1/0620/8038/5163/products/2194.jpg?v=1706967434",100,100
7268033233035,Gorgurão Verona Liso Duplo Vermelho,"Gorgurão Verona Liso Duplo Vermelho com 3,00m de largura. O Gorgurão(ou gorgurinho) com 3 metros é um tecido indicado para confecção de cortinas, forros de mesa, almofadas e colchas de cama, é amplamente utilizado por dispensar o uso do forro quando em uma cortina, pois já bloqueia grande parte da luz por não ser transparente . Produto à pronta entrega. Peso: 180 gramas/m2 Composição: 60%Algodão 40%Poliester Desenho: liso gramas/m2",in stock,new,36.98 BRL,https://torretecidos.com.br/products/tecido-para-sofa-gorgurao-verona-liso-duplo-vermelho,https://cdn.shopify.com/s/files/1/0620/8038/5163/products/2190.jpg?v=1706967445,Torre Tecidos,"https://cdn.shopify.com/s/files/1/0620/8038/5163/products/2192.jpg?v=1706967445,https://cdn.shopify.com/s/files/1/0620/8038/5163/products/2191.jpg?v=1706967445",100,100
7268033429643,Tecido Para Sofá Sarja de Algodão Peletizada Crú,"Sarja de Algodão Peletizada Crú com 1,60m de largura. A Sarja é muito indicada para estofar sofás, cadeiras, almofadas e poltronas. Tecido para uso em áreas internas. Tecido à pronta entrega. Peso: 330 gramas/m2 Composição: 100%Algodão Desenho: liso gramas/m2",in stock,new,48.98 BRL,https://torretecidos.com.br/products/tecido-para-sofa-sarja-de-algodao-peletizada-cru,https://cdn.shopify.com/s/files/1/0620/8038/5163/products/11296.jpg?v=1706967453,Torre Tecidos,https://cdn.shopify.com/s/files/1/0620/8038/5163/products/1835.jpg?v=1706967453,100,100
7268033560715,"Algodão List. Pink c/ Proteção 1,40m","Algodão List. Pink com 1,40m de largura. Tecido indicado para estofados, poltronas, almofadas e também para colar em paredes. Faz parte da coleção Holambra, seleção de tecidos resistentes à água ou impermeáveis, de cores vivas e preço acessível, fabricação nacional. Peso: 180 gramas/m2 Composição: 100%algodão. Acabamento: Resitente à água Desenho: listrado gramas/m2",in stock,new,26.98 BRL,https://torretecidos.com.br/products/tecido-para-sofa-algodao-list-pink,https://cdn.shopify.com/s/files/1/0620/8038/5163/products/1666.jpg?v=1706967461,Torre Tecidos,https://cdn.shopify.com/s/files/1/0620/8038/5163/products/753.jpg?v=1706967461,100,100
7268034085003,Tecido Para Área Externa Gorgurão Waterblock Costela de Adão Claro,"Gorgurão Waterblock Costela-de-Adão Claro com 1,40m de largura. Tecido indicado para estofados, poltronas, almofadas e também para colar em paredes. O Waterblock é um tecido resinado ideal para áreas externas, pois é impermeável. Peso: 170 gramas/m2 Composição: 70%algodão 30%poliester. Acabamento: Emborrachado(impermeável) Desenho: floral gramas/m2 • É resistente à água, o que o torna adequado para uso como externas ou com risco de umidade. • É fácil de limpar e manter, o que o torna uma boa opção para áreas de uso frequente. • Projetado para bloqueio de luz e UV, o que o torna adequado para uso como cobertura. • É resistente a rasgos e abrasão, o que o torna adequado para uso como de tráfego intenso. • Pode ser projetado para resistir a fungos e bactérias, o que o torna adequado para uso como de saúde.",in stock,new,49.98 BRL,https://torretecidos.com.br/products/tecido-para-area-externa-waterblock-costela-de-adao-claro,https://cdn.shopify.com/s/files/1/0620/8038/5163/files/ef26263b461be3a111a71bda97636749.jpg?v=1776371775,Döhler,"https://cdn.shopify.com/s/files/1/0620/8038/5163/files/f05ac12fa7ce4d62a864bef120248beb.jpg?v=1776371776,https://cdn.shopify.com/s/files/1/0620/8038/5163/files/15ddf9e8c7735279858c4d7ae2882cd4.jpg?v=1776371777,https://cdn.shopify.com/s/files/1/0620/8038/5163/files/367f8d40d84dad40cc2cb5f663789643.jpg?v=1776371777",100,100
7268034379915,Tecido Para Área Externa Gorgurão Waterblock Falso Liso Vermelho,"Gorgurão Waterblock Falso Liso Vermelho com 1,40m de largura. Tecido indicado para estofados, poltronas, almofadas e também para colar em paredes. O Waterblock é um tecido resinado ideal para áreas externas, pois é impermeável. Peso: 170 gramas/m2 Composição: 70%algodão 30%poliester. Acabamento: Emborrachado(impermeável) gramas/m2 • É resistente à água, o que o torna adequado para uso como externas ou com risco de umidade. • É fácil de limpar e manter, o que o torna uma boa opção para áreas de uso frequente. • Projetado para bloqueio de luz e UV, o que o torna adequado para uso como cobertura. • É resistente a rasgos e abrasão, o que o torna adequado para uso como de tráfego intenso. • Pode ser projetado para resistir a fungos e bactérias, o que o torna adequado para uso como de saúde.",in stock,new,49.98 BRL,https://torretecidos.com.br/products/tecido-para-area-externa-waterblock-falso-liso-vermelho,https://cdn.shopify.com/s/files/1/0620/8038/5163/products/767.jpg?v=1706970920,Döhler,https://cdn.shopify.com/s/files/1/0620/8038/5163/files/poltrona_less_reflection_ff9c3070-5fb0-419c-92a7-a5d9bcf01aca.jpg?v=1728485751,100,100
7268034478219,Tecido Para Área Externa Gorgurão Waterblock Floral Bege,"Gorgurão Waterblock Floral Bege com 1,40m de largura. Tecido indicado para estofados, poltronas, almofadas e também para colar em paredes. O Waterblock é um tecido resinado ideal para áreas externas, pois é impermeável. Peso: 170 gramas/m2 Composição: 70%algodão 30%poliester. Acabamento: Emborrachado(impermeável) Desenho: floral gramas/m2 • É resistente à água, o que o torna adequado para uso como externas ou com risco de umidade. • É fácil de limpar e manter, o que o torna uma boa opção para áreas de uso frequente. • Projetado para bloqueio de luz e UV, o que o torna adequado para uso como cobertura. • É resistente a rasgos e abrasão, o que o torna adequado para uso como de tráfego intenso. • Pode ser projetado para resistir a fungos e bactérias, o que o torna adequado para uso como de saúde.",in stock,new,49.98 BRL,https://torretecidos.com.br/products/tecido-para-area-externa-waterblock-floral-bege,https://cdn.shopify.com/s/files/1/0620/8038/5163/files/bfd84871e4854f9e2acea6ce184f25b5.jpg?v=1776451552,Döhler,"https://cdn.shopify.com/s/files/1/0620/8038/5163/products/10798.jpg?v=1776451553,https://cdn.shopify.com/s/files/1/0620/8038/5163/products/10797.jpg?v=1776451553",100,100
7268034576523,Tecido Para Área Externa Gorgurão Waterblock Liso Palha,"Gorgurão Waterblock Liso Palha com 1,40m de largura. Tecido indicado para estofados, poltronas, almofadas e também para colar em paredes. O Waterblock é um tecido resinado ideal para áreas externas, pois é impermeável. Peso: 170 gramas/m2 Composição: 70%algodão 30%poliester. Acabamento: Emborrachado(impermeável) Desenho: liso gramas/m2 • É resistente à água, o que o torna adequado para uso como externas ou com risco de umidade. • É fácil de limpar e manter, o que o torna uma boa opção para áreas de uso frequente. • Projetado para bloqueio de luz e UV, o que o torna adequado para uso como cobertura. • É resistente a rasgos e abrasão, o que o torna adequado para uso como de tráfego intenso. • Pode ser projetado para resistir a fungos e bactérias, o que o torna adequado para uso como de saúde.",in stock,new,49.98 BRL,https://torretecidos.com.br/products/tecido-para-area-externa-waterblock-liso-palha,https://cdn.shopify.com/s/files/1/0620/8038/5163/files/75bdb6769c9d4bc1bd9912fa03e6330e.jpg?v=1776370980,Döhler,"https://cdn.shopify.com/s/files/1/0620/8038/5163/products/10805.jpg?v=1776370981,https://cdn.shopify.com/s/files/1/0620/8038/5163/products/10803.jpg?v=1776370982",100,100
7268034674827,Tecido Para Cortina Rústico Flame Fendi,"Rústico Poli Fend com 3,00m de largura. Tecido indicado para a confecção de cortinas. Tecido à pronta entrega. Peso: 100 gramas/m2 Composição: 100%poliester. Desenho: liso gramas/m2",in stock,new,26.98 BRL,https://torretecidos.com.br/products/tecido-para-cortina-rustico-flame-fendi,https://cdn.shopify.com/s/files/1/0620/8038/5163/files/78fc6d83eafa9c777b821c93c904eb8f.jpg?v=1749232592,Corttex Indústria Têxtil,https://cdn.shopify.com/s/files/1/0620/8038/5163/files/efafa7dc99889f30fb8d1354abf675a7.jpg?v=1749232595,100,100
7268034904203,Tecido Para Cortina Rústico Flame Branco,"Rústico Poli Branco com 3,00m de largura. Tecido indicado para a confecção de cortinas. Tecido à pronta entrega. Peso: 110 gramas/m2 Composição: 100%poliester. Desenho: liso gramas/m2",in stock,new,26.98 BRL,https://torretecidos.com.br/products/tecido-para-cortina-rustico-flame-branco,https://cdn.shopify.com/s/files/1/0620/8038/5163/products/7323.jpg?v=1706967526,Corttex Indústria Têxtil,"https://cdn.shopify.com/s/files/1/0620/8038/5163/products/7325.jpg?v=1706967526,https://cdn.shopify.com/s/files/1/0620/8038/5163/products/7324.jpg?v=1706967526",100,100
7268034969739,"Algodão List. Rato c/ Proteção 1,40m","Algodão List. Rato com 1,40m de largura. Tecido indicado para estofados, poltronas, almofadas e também para colar em paredes. Faz parte da coleção Holambra, seleção de tecidos resistentes à água ou impermeáveis, de cores vivas e preço acessível, fabricação nacional. Peso: 180 gramas/m2 Composição: 100%algodão. Acabamento: Resitente à água Desenho: Listrado gramas/m2",in stock,new,26.98 BRL,https://torretecidos.com.br/products/tecido-para-sofa-algodao-list-rato,https://cdn.shopify.com/s/files/1/0620/8038/5163/products/2907.jpg?v=1706967540,Torre Tecidos,"https://cdn.shopify.com/s/files/1/0620/8038/5163/products/2908.jpg?v=1706967540,https://cdn.shopify.com/s/files/1/0620/8038/5163/products/2906.jpg?v=1706967540",100,100
7268035068043,Tecido Para Cortina Semi Blackout Cinza,"Black-out de Seda Cinza com 2,80m de largura. Tecido indicado para a confecção de cortinas, possui a propriedade de bloquear a luz solar. Veda 70% da luminosidade. Peso: 200 gramas/m2 Composição: 100%poliester. Desenho: Liso gramas/m2",in stock,new,28.98 BRL,https://torretecidos.com.br/products/tecido-para-cortina-semi-blackout-cinza,https://cdn.shopify.com/s/files/1/0620/8038/5163/products/7337.jpg?v=1709757968,Torre Tecidos,https://cdn.shopify.com/s/files/1/0620/8038/5163/products/7336.jpg?v=1709757968,100,100
7268035166347,Forro de Nylon Palha,"Forro Palha Para Cortina com 2,90MTS de largura Peso: ,020 gramas/m2 Composição: 100% POLIESTER Desenho: liso gramas/m2",in stock,new,18.50 BRL,https://torretecidos.com.br/products/tecido-para-cortina-forro-de-nylon-palha,https://cdn.shopify.com/s/files/1/0620/8038/5163/products/11002.jpg?v=1706967554,Torre Tecidos,https://cdn.shopify.com/s/files/1/0620/8038/5163/products/11001.jpg?v=1706967554,100,100
7268035494027,Forro de Nylon Branco,"Forro Branco Para Cortina com 2,90MTS de largura Peso: 20 gramas/m2 Composição: 100% POLIESTER Desenho: liso gramas/m2",in stock,new,18.50 BRL,https://torretecidos.com.br/products/tecido-para-cortina-forro-de-nylon-branco,https://cdn.shopify.com/s/files/1/0620/8038/5163/products/996.jpg?v=1706967563,Torre Tecidos,https://cdn.shopify.com/s/files/1/0620/8038/5163/products/1830.jpg?v=1706967563,100,100
7268041785483,"Linho Gaze Branca 3,00m","Linho Gaze Branca com 3,00m de largura. Tecido indicado para a confecção de cortinas. Peso: 80 gramas/m2 Composição: 37%Viscose 37%Linho 26%Poliester. Desenho: liso gramas/m2",in stock,new,64.98 BRL,https://torretecidos.com.br/products/tecido-para-cortina-linho-gaze-branca,https://cdn.shopify.com/s/files/1/0620/8038/5163/products/1781.jpg?v=1706969614,Torre Tecidos,https://cdn.shopify.com/s/files/1/0620/8038/5163/products/1782.jpg?v=1706969614,100,100
7268042342539,"Tecido Para Cortina Voil 3,00m Preto","Voil de 3mts Preto com 3,00mts de largura. Indicado para a confecção de cortinas e forros de mesa, possui transparência. Produto à pronta entrega. Peso: 10 gramas/m2 Composição: 100%poliester Desenho: liso gramas/m2",in stock,new,10.99 BRL,https://torretecidos.com.br/products/tecido-para-cortina-voil-3-00m-preto,https://cdn.shopify.com/s/files/1/0620/8038/5163/products/2169.jpg?v=1706969708,Torre Tecidos,,100,100
7268042408075,"Microfibra 3,00m Marfim","Microfibra Marfim com 3,00m de largura Peso: 30 gramas/m2 Composição: 100%Poliester. Desenho: liso gramas/m2",in stock,new,11.98 BRL,https://torretecidos.com.br/products/tecido-para-cortina-microfibra-marfim,https://cdn.shopify.com/s/files/1/0620/8038/5163/files/1717698292842.jpg?v=1717701421,Torre Tecidos,,100,100
